country,uniqueid,bank_account,location_type,cellphone_access,household_size,age_of_respondent,gender_of_respondent,relationship_with_head,marital_status,education_level,job_type
Rwanda,uniqueid_6501,No,Rural,Yes,5,33,Female,Head of Household,Divorced/Seperated,Secondary education,Informally employed
Rwanda,uniqueid_6502,No,Rural,Yes,6,17,Female,Parent,Single/Never Married,Secondary education,Remittance Dependent
Rwanda,uniqueid_6503,No,Urban,Yes,9,35,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6504,No,Rural,Yes,7,60,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6505,No,Rural,Yes,6,41,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Rwanda,uniqueid_6506,No,Rural,No,2,55,Female,Head of Household,Widowed,Primary education,Informally employed
Rwanda,uniqueid_6507,No,Rural,Yes,5,28,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Rwanda,uniqueid_6508,No,Rural,Yes,2,25,Male,Child,Single/Never Married,Secondary education,Other Income
Rwanda,uniqueid_6509,No,Urban,Yes,8,19,Male,Child,Single/Never Married,Secondary education,Formally employed Private
Rwanda,uniqueid_6510,No,Rural,Yes,3,27,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6511,No,Urban,No,5,16,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
Rwanda,uniqueid_6512,No,Rural,No,3,32,Female,Head of Household,Single/Never Married,Primary education,Farming and Fishing
Rwanda,uniqueid_6513,No,Rural,No,6,59,Male,Head of Household,Married/Living together,No formal education,Informally employed
Rwanda,uniqueid_6514,No,Rural,Yes,5,39,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6515,No,Rural,No,2,88,Female,Head of Household,Widowed,No formal education,Remittance Dependent
Rwanda,uniqueid_6516,No,Rural,Yes,4,40,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6517,No,Rural,Yes,4,33,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6518,No,Rural,Yes,2,47,Female,Head of Household,Widowed,No formal education,Informally employed
Rwanda,uniqueid_6519,No,Rural,Yes,5,30,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Rwanda,uniqueid_6520,No,Rural,Yes,8,39,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
Rwanda,uniqueid_6521,No,Rural,Yes,5,39,Female,Spouse,Married/Living together,Vocational/Specialised training,Self employed
Rwanda,uniqueid_6522,No,Rural,Yes,6,32,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6523,No,Rural,Yes,3,24,Female,Spouse,Married/Living together,Primary education,Self employed
Rwanda,uniqueid_6524,No,Rural,Yes,4,30,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6525,No,Rural,Yes,4,17,Male,Child,Single/Never Married,Primary education,Remittance Dependent
Rwanda,uniqueid_6526,No,Urban,Yes,1,35,Male,Head of Household,Single/Never Married,No formal education,Informally employed
Rwanda,uniqueid_6527,No,Rural,Yes,4,43,Female,Head of Household,Divorced/Seperated,Primary education,Farming and Fishing
Rwanda,uniqueid_6528,Yes,Rural,Yes,4,28,Female,Spouse,Married/Living together,Secondary education,Informally employed
Rwanda,uniqueid_6529,No,Rural,Yes,5,22,Female,Child,Divorced/Seperated,Primary education,Remittance Dependent
Rwanda,uniqueid_6530,No,Rural,Yes,4,28,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6531,No,Rural,Yes,6,50,Male,Head of Household,Married/Living together,Primary education,Government Dependent
Rwanda,uniqueid_6532,No,Rural,Yes,8,40,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6533,No,Rural,Yes,4,57,Male,Head of Household,Married/Living together,No formal education,Informally employed
Rwanda,uniqueid_6534,No,Rural,Yes,4,61,Male,Head of Household,Widowed,No formal education,Farming and Fishing
Rwanda,uniqueid_6535,No,Rural,Yes,4,42,Male,Head of Household,Divorced/Seperated,Primary education,Informally employed
Rwanda,uniqueid_6536,No,Rural,Yes,4,28,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6537,No,Rural,Yes,9,50,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6538,No,Rural,Yes,4,19,Male,Child,Single/Never Married,Primary education,Farming and Fishing
Rwanda,uniqueid_6539,No,Rural,Yes,6,59,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Rwanda,uniqueid_6540,No,Rural,Yes,5,29,Female,Child,Single/Never Married,No formal education,Informally employed
Rwanda,uniqueid_6541,No,Rural,No,2,26,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6542,No,Rural,Yes,4,16,Female,Child,Single/Never Married,Secondary education,Farming and Fishing
Rwanda,uniqueid_6543,No,Rural,Yes,3,27,Male,Head of Household,Married/Living together,Primary education,Other Income
Rwanda,uniqueid_6544,No,Rural,Yes,6,37,Female,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6545,No,Rural,Yes,2,26,Female,Head of Household,Single/Never Married,Primary education,Farming and Fishing
Rwanda,uniqueid_6546,No,Rural,Yes,3,34,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6547,No,Rural,Yes,4,31,Female,Spouse,Married/Living together,No formal education,Informally employed
Rwanda,uniqueid_6548,No,Rural,No,2,77,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Rwanda,uniqueid_6549,No,Rural,Yes,5,45,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6550,No,Rural,No,2,37,Female,Head of Household,Divorced/Seperated,Primary education,Informally employed
Rwanda,uniqueid_6551,No,Rural,Yes,8,47,Male,Head of Household,Married/Living together,No formal education,Informally employed
Rwanda,uniqueid_6552,No,Rural,Yes,3,36,Female,Head of Household,Widowed,Primary education,Farming and Fishing
Rwanda,uniqueid_6553,No,Rural,Yes,7,55,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6554,No,Rural,No,5,30,Female,Spouse,Married/Living together,Primary education,Dont Know/Refuse to answer
Rwanda,uniqueid_6555,No,Rural,Yes,6,17,Male,Child,Single/Never Married,Primary education,Self employed
Rwanda,uniqueid_6556,No,Rural,No,7,40,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6557,No,Rural,Yes,7,16,Female,Child,Single/Never Married,Primary education,Farming and Fishing
Rwanda,uniqueid_6558,No,Rural,Yes,6,33,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6559,No,Rural,Yes,6,30,Female,Spouse,Married/Living together,Primary education,Other Income
Rwanda,uniqueid_6560,Yes,Rural,Yes,4,34,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6561,No,Rural,Yes,3,69,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6562,No,Rural,No,7,40,Female,Head of Household,Widowed,Primary education,Informally employed
Rwanda,uniqueid_6563,No,Rural,Yes,5,54,Male,Head of Household,Married/Living together,Secondary education,Informally employed
Rwanda,uniqueid_6564,No,Urban,Yes,6,25,Male,Head of Household,Married/Living together,No formal education,Informally employed
Rwanda,uniqueid_6565,No,Rural,Yes,4,55,Female,Head of Household,Married/Living together,No formal education,Informally employed
Rwanda,uniqueid_6566,No,Rural,Yes,5,53,Male,Head of Household,Widowed,No formal education,Informally employed
Rwanda,uniqueid_6567,No,Rural,Yes,6,29,Female,Spouse,Married/Living together,No formal education,Self employed
Rwanda,uniqueid_6568,No,Rural,No,5,45,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Rwanda,uniqueid_6569,No,Rural,Yes,3,70,Female,Head of Household,Widowed,Primary education,Farming and Fishing
Rwanda,uniqueid_6570,No,Rural,Yes,6,35,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Rwanda,uniqueid_6571,No,Rural,Yes,6,30,Male,Head of Household,Married/Living together,Secondary education,Informally employed
Rwanda,uniqueid_6572,No,Rural,Yes,3,45,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6573,No,Rural,Yes,6,42,Female,Head of Household,Widowed,Primary education,Informally employed
Rwanda,uniqueid_6574,No,Rural,No,6,30,Female,Child,Widowed,No formal education,Informally employed
Rwanda,uniqueid_6575,No,Rural,Yes,7,21,Female,Child,Single/Never Married,Primary education,Farming and Fishing
Rwanda,uniqueid_6576,No,Rural,Yes,2,26,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6577,No,Rural,No,9,39,Female,Spouse,Married/Living together,No formal education,Informally employed
Rwanda,uniqueid_6578,No,Rural,Yes,4,35,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6579,Yes,Rural,Yes,9,36,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6580,No,Urban,Yes,4,32,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6581,No,Rural,Yes,4,30,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6582,No,Rural,No,3,59,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Rwanda,uniqueid_6583,No,Rural,Yes,1,16,Female,Head of Household,Single/Never Married,Primary education,Farming and Fishing
Rwanda,uniqueid_6584,No,Urban,Yes,2,25,Male,Other relative,Single/Never Married,Primary education,Self employed
Rwanda,uniqueid_6585,No,Urban,Yes,6,17,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
Rwanda,uniqueid_6586,No,Rural,Yes,7,60,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6587,No,Rural,Yes,8,53,Female,Head of Household,Divorced/Seperated,No formal education,Farming and Fishing
Rwanda,uniqueid_6588,No,Rural,Yes,1,31,Male,Head of Household,Single/Never Married,Primary education,Farming and Fishing
Rwanda,uniqueid_6589,No,Rural,No,6,21,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
Rwanda,uniqueid_6590,No,Urban,Yes,3,34,Female,Spouse,Married/Living together,Primary education,Self employed
Rwanda,uniqueid_6591,No,Rural,No,8,47,Female,Parent,Married/Living together,No formal education,Informally employed
Rwanda,uniqueid_6592,No,Rural,Yes,2,27,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6593,Yes,Rural,Yes,6,49,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
Rwanda,uniqueid_6594,No,Rural,No,2,86,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Rwanda,uniqueid_6595,Yes,Urban,Yes,2,42,Female,Head of Household,Widowed,Secondary education,Farming and Fishing
Rwanda,uniqueid_6596,No,Urban,Yes,4,40,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6597,No,Rural,No,3,59,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Rwanda,uniqueid_6598,No,Rural,Yes,7,26,Female,Child,Divorced/Seperated,Primary education,Farming and Fishing
Rwanda,uniqueid_6599,No,Rural,Yes,4,31,Male,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6600,No,Rural,No,3,20,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6601,No,Rural,Yes,5,44,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6602,No,Rural,Yes,5,69,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6603,No,Rural,No,4,17,Male,Child,Single/Never Married,Vocational/Specialised training,Informally employed
Rwanda,uniqueid_6604,No,Rural,No,3,32,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
Rwanda,uniqueid_6605,No,Rural,Yes,4,33,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6606,No,Rural,Yes,6,69,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Rwanda,uniqueid_6607,No,Urban,No,3,59,Female,Head of Household,Divorced/Seperated,No formal education,Remittance Dependent
Rwanda,uniqueid_6608,Yes,Urban,Yes,5,47,Female,Head of Household,Divorced/Seperated,Secondary education,Formally employed Government
Rwanda,uniqueid_6609,No,Rural,Yes,4,73,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6610,No,Rural,No,4,22,Female,Head of Household,Divorced/Seperated,Primary education,Informally employed
Rwanda,uniqueid_6611,No,Rural,Yes,3,18,Female,Head of Household,Single/Never Married,Primary education,Informally employed
Rwanda,uniqueid_6612,No,Rural,Yes,3,16,Male,Child,Single/Never Married,Primary education,Farming and Fishing
Rwanda,uniqueid_6613,No,Rural,Yes,2,80,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Rwanda,uniqueid_6614,No,Rural,No,3,50,Female,Spouse,Widowed,Primary education,Informally employed
Rwanda,uniqueid_6615,No,Rural,Yes,3,23,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6616,No,Rural,Yes,8,53,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Rwanda,uniqueid_6617,No,Rural,Yes,8,33,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
Rwanda,uniqueid_6618,No,Rural,Yes,2,20,Female,Child,Single/Never Married,Primary education,Informally employed
Rwanda,uniqueid_6619,No,Rural,Yes,4,41,Female,Child,Widowed,Primary education,Informally employed
Rwanda,uniqueid_6620,No,Rural,Yes,4,16,Male,Child,Single/Never Married,Secondary education,Farming and Fishing
Rwanda,uniqueid_6621,No,Rural,No,7,51,Male,Head of Household,Married/Living together,Primary education,Other Income
Rwanda,uniqueid_6622,Yes,Rural,Yes,3,32,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6623,No,Rural,Yes,4,18,Female,Parent,Single/Never Married,Primary education,Farming and Fishing
Rwanda,uniqueid_6624,No,Rural,Yes,2,20,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6625,No,Rural,Yes,3,30,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6626,No,Urban,Yes,1,55,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6627,No,Urban,Yes,1,67,Male,Head of Household,Widowed,Secondary education,Other Income
Rwanda,uniqueid_6628,No,Rural,Yes,3,20,Male,Child,Single/Never Married,Secondary education,Farming and Fishing
Rwanda,uniqueid_6629,No,Rural,No,2,75,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Rwanda,uniqueid_6630,No,Rural,No,4,42,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Rwanda,uniqueid_6631,No,Rural,Yes,4,25,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6632,No,Rural,Yes,8,40,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
Rwanda,uniqueid_6633,No,Rural,No,3,53,Female,Child,Single/Never Married,No formal education,Remittance Dependent
Rwanda,uniqueid_6634,No,Rural,Yes,3,55,Female,Head of Household,Divorced/Seperated,Primary education,Remittance Dependent
Rwanda,uniqueid_6635,No,Rural,Yes,3,53,Female,Head of Household,Widowed,Primary education,Self employed
Rwanda,uniqueid_6636,No,Rural,No,2,71,Female,Head of Household,Widowed,Primary education,Farming and Fishing
Rwanda,uniqueid_6637,No,Rural,Yes,3,21,Male,Child,Single/Never Married,Primary education,Farming and Fishing
Rwanda,uniqueid_6638,No,Rural,Yes,3,70,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Rwanda,uniqueid_6639,No,Rural,Yes,4,61,Male,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6640,No,Rural,Yes,6,32,Female,Spouse,Married/Living together,Primary education,Remittance Dependent
Rwanda,uniqueid_6641,No,Rural,Yes,3,76,Female,Head of Household,Widowed,Primary education,Farming and Fishing
Rwanda,uniqueid_6642,No,Urban,Yes,11,27,Female,Other non-relatives,Single/Never Married,Vocational/Specialised training,Informally employed
Rwanda,uniqueid_6643,No,Rural,No,5,32,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6644,No,Rural,Yes,1,30,Male,Head of Household,Single/Never Married,Primary education,Informally employed
Rwanda,uniqueid_6645,No,Rural,No,7,84,Male,Head of Household,Married/Living together,No formal education,Informally employed
Rwanda,uniqueid_6646,No,Rural,Yes,4,24,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6647,Yes,Urban,Yes,4,36,Male,Head of Household,Married/Living together,Secondary education,Informally employed
Rwanda,uniqueid_6648,No,Rural,Yes,7,28,Female,Child,Single/Never Married,No formal education,Self employed
Rwanda,uniqueid_6649,No,Rural,Yes,2,24,Female,Head of Household,Divorced/Seperated,Primary education,Farming and Fishing
Rwanda,uniqueid_6650,No,Rural,Yes,2,52,Female,Head of Household,Married/Living together,No formal education,Informally employed
Rwanda,uniqueid_6651,No,Rural,Yes,2,78,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Rwanda,uniqueid_6652,No,Rural,No,3,17,Male,Other relative,Single/Never Married,No formal education,Informally employed
Rwanda,uniqueid_6653,No,Rural,Yes,6,37,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6654,No,Rural,Yes,7,42,Female,Spouse,Married/Living together,Primary education,Formally employed Private
Rwanda,uniqueid_6655,No,Rural,Yes,9,40,Female,Spouse,Married/Living together,No formal education,Informally employed
Rwanda,uniqueid_6656,No,Rural,Yes,4,22,Female,Spouse,Married/Living together,Secondary education,Self employed
Rwanda,uniqueid_6657,No,Rural,Yes,7,42,Female,Spouse,Married/Living together,Primary education,Self employed
Rwanda,uniqueid_6658,No,Rural,Yes,3,23,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6659,No,Rural,No,6,29,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6660,No,Rural,Yes,3,24,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6661,No,Rural,Yes,3,22,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6662,No,Urban,Yes,8,19,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
Rwanda,uniqueid_6663,No,Urban,No,1,33,Male,Head of Household,Single/Never Married,No formal education,Informally employed
Rwanda,uniqueid_6664,No,Rural,No,7,53,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6665,No,Rural,No,1,62,Female,Head of Household,Widowed,No formal education,Government Dependent
Rwanda,uniqueid_6666,No,Rural,Yes,1,68,Female,Head of Household,Widowed,No formal education,Farming and Fishing
Rwanda,uniqueid_6667,No,Rural,Yes,7,19,Male,Child,Single/Never Married,Secondary education,Farming and Fishing
Rwanda,uniqueid_6668,Yes,Urban,Yes,8,21,Male,Child,Single/Never Married,Tertiary education,Informally employed
Rwanda,uniqueid_6669,No,Urban,Yes,4,26,Male,Head of Household,Married/Living together,Primary education,Formally employed Private
Rwanda,uniqueid_6670,No,Rural,Yes,6,18,Male,Child,Single/Never Married,Secondary education,Farming and Fishing
Rwanda,uniqueid_6671,No,Rural,Yes,4,32,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6672,No,Rural,Yes,5,29,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
Rwanda,uniqueid_6673,Yes,Rural,Yes,1,33,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
Rwanda,uniqueid_6674,No,Rural,Yes,6,58,Female,Head of Household,Widowed,No formal education,Formally employed Private
Rwanda,uniqueid_6675,No,Rural,Yes,6,55,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6676,No,Rural,Yes,4,27,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Rwanda,uniqueid_6677,No,Rural,Yes,2,50,Female,Head of Household,Divorced/Seperated,Primary education,Farming and Fishing
Rwanda,uniqueid_6678,Yes,Urban,Yes,10,50,Male,Head of Household,Married/Living together,Secondary education,Farming and Fishing
Rwanda,uniqueid_6679,Yes,Urban,Yes,3,34,Female,Head of Household,Single/Never Married,Secondary education,Remittance Dependent
Rwanda,uniqueid_6680,No,Rural,Yes,6,46,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6681,No,Rural,Yes,4,38,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Rwanda,uniqueid_6682,No,Urban,Yes,4,21,Male,Child,Single/Never Married,Secondary education,Informally employed
Rwanda,uniqueid_6683,No,Rural,Yes,3,61,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6684,No,Rural,Yes,4,61,Female,Spouse,Married/Living together,Vocational/Specialised training,Informally employed
Rwanda,uniqueid_6685,No,Rural,Yes,3,54,Female,Head of Household,Widowed,Primary education,Other Income
Rwanda,uniqueid_6686,No,Rural,Yes,4,31,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6687,Yes,Urban,Yes,4,34,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6688,No,Rural,Yes,5,63,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Rwanda,uniqueid_6689,Yes,Rural,Yes,1,45,Male,Head of Household,Single/Never Married,Secondary education,Self employed
Rwanda,uniqueid_6690,No,Rural,Yes,4,28,Male,Head of Household,Married/Living together,No formal education,Farming and Fishing
Rwanda,uniqueid_6691,No,Rural,Yes,6,45,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Rwanda,uniqueid_6692,No,Rural,Yes,3,51,Female,Head of Household,Widowed,Primary education,Farming and Fishing
Rwanda,uniqueid_6693,No,Rural,Yes,2,57,Female,Head of Household,Divorced/Seperated,No formal education,Farming and Fishing
Rwanda,uniqueid_6694,No,Rural,Yes,4,29,Male,Head of Household,Married/Living together,No formal education,Informally employed
Rwanda,uniqueid_6695,No,Rural,Yes,1,37,Female,Head of Household,Married/Living together,Primary education,Self employed
Rwanda,uniqueid_6696,No,Rural,Yes,4,18,Male,Parent,Single/Never Married,Secondary education,Farming and Fishing
Rwanda,uniqueid_6697,No,Rural,No,3,20,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6698,No,Rural,Yes,7,42,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6699,No,Urban,Yes,8,19,Male,Child,Single/Never Married,Secondary education,Remittance Dependent
Rwanda,uniqueid_6700,No,Urban,Yes,5,19,Male,Child,Single/Never Married,Secondary education,Farming and Fishing
Rwanda,uniqueid_6701,No,Rural,Yes,7,39,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6702,No,Rural,Yes,7,18,Female,Child,Single/Never Married,Secondary education,Informally employed
Rwanda,uniqueid_6703,No,Urban,Yes,5,33,Female,Spouse,Married/Living together,Tertiary education,Informally employed
Rwanda,uniqueid_6704,No,Rural,Yes,3,39,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6705,No,Rural,Yes,4,38,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Rwanda,uniqueid_6706,No,Rural,No,6,53,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6707,Yes,Rural,Yes,4,25,Female,Spouse,Married/Living together,Secondary education,Self employed
Rwanda,uniqueid_6708,Yes,Rural,Yes,10,48,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6709,Yes,Rural,No,3,76,Male,Head of Household,Married/Living together,No formal education,Informally employed
Rwanda,uniqueid_6710,No,Urban,Yes,3,30,Male,Head of Household,Married/Living together,No formal education,Self employed
Rwanda,uniqueid_6711,No,Urban,Yes,3,38,Female,Head of Household,Divorced/Seperated,Primary education,Other Income
Rwanda,uniqueid_6712,No,Rural,Yes,3,35,Female,Head of Household,Divorced/Seperated,Primary education,Farming and Fishing
Rwanda,uniqueid_6713,No,Rural,Yes,7,38,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6714,No,Rural,Yes,3,61,Male,Head of Household,Divorced/Seperated,Secondary education,Farming and Fishing
Rwanda,uniqueid_6715,No,Urban,Yes,4,36,Male,Head of Household,Married/Living together,Secondary education,Formally employed Private
Rwanda,uniqueid_6716,No,Rural,Yes,8,26,Female,Child,Single/Never Married,Secondary education,Informally employed
Rwanda,uniqueid_6717,Yes,Urban,Yes,1,26,Male,Head of Household,Single/Never Married,Secondary education,Self employed
Rwanda,uniqueid_6718,No,Rural,Yes,6,18,Male,Head of Household,Single/Never Married,Primary education,Government Dependent
Rwanda,uniqueid_6719,No,Rural,Yes,7,34,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6720,No,Urban,Yes,7,17,Female,Child,Single/Never Married,Secondary education,Remittance Dependent
Rwanda,uniqueid_6721,No,Rural,Yes,1,75,Female,Head of Household,Widowed,No formal education,Government Dependent
Rwanda,uniqueid_6722,No,Urban,Yes,4,49,Female,Head of Household,Widowed,Primary education,Government Dependent
Rwanda,uniqueid_6723,No,Rural,Yes,4,31,Male,Head of Household,Married/Living together,No formal education,Informally employed
Rwanda,uniqueid_6724,Yes,Rural,Yes,4,44,Female,Head of Household,Divorced/Seperated,No formal education,Informally employed
Rwanda,uniqueid_6725,No,Rural,Yes,5,31,Female,Parent,Single/Never Married,Vocational/Specialised training,Farming and Fishing
Rwanda,uniqueid_6726,No,Rural,Yes,5,25,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6727,No,Rural,Yes,2,60,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6728,No,Urban,Yes,5,17,Male,Parent,Single/Never Married,Primary education,Informally employed
Rwanda,uniqueid_6729,No,Rural,Yes,7,37,Male,Head of Household,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6730,Yes,Rural,Yes,3,63,Female,Spouse,Married/Living together,No formal education,Farming and Fishing
Rwanda,uniqueid_6731,No,Rural,Yes,4,24,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6732,Yes,Rural,Yes,4,35,Male,Head of Household,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6733,No,Urban,No,3,57,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6734,No,Rural,Yes,5,18,Female,Child,Single/Never Married,Secondary education,Informally employed
Rwanda,uniqueid_6735,No,Rural,No,6,47,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6736,No,Rural,Yes,2,17,Male,Other relative,Single/Never Married,Secondary education,Remittance Dependent
Rwanda,uniqueid_6737,No,Rural,No,7,30,Female,Spouse,Married/Living together,Primary education,Informally employed
Rwanda,uniqueid_6738,No,Rural,Yes,6,51,Female,Spouse,Married/Living together,Primary education,Farming and Fishing
Rwanda,uniqueid_6739,No,Rural,Yes,4,31,Male,Head of Household,Married/Living together,No formal education,Informally employed
Rwanda,uniqueid_6740,No,Rural,Yes,4,33,Female,Child,Single/Never Married,No formal education,Informally employed
Rwanda,uniqueid_6741,No,Rural,Yes,3,19,Male,Child,Single/Never Married,Secondary education,Farming and Fishing
Rwanda,uniqueid_6742,No,Rural,Yes,2,16,Male,Parent,Single/Never Married,Primary education,Farming and Fishing
Rwanda,uniqueid_6743,Yes,Rural,Yes,6,38,Female,Spouse,Married/Living together,Secondary education,Farming and Fishing
